Source ID,Media URL
001AN01001018,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001018/full/max/0/default.jpg
001AN01001019,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001019/full/max/0/default.jpg
001AN01001020,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001020/full/max/0/default.jpg
001AN01001026,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001026/full/max/0/default.jpg
001AN01001027,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001027/full/max/0/default.jpg
001AN01001029,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001029/full/max/0/default.jpg
001AN01001030,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001030/full/max/0/default.jpg
001AN01001031,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01001031/full/max/0/default.jpg
001AN01002001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002001/full/max/0/default.jpg
001AN01002002,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002002/full/max/0/default.jpg
001AN01002003,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002003/full/max/0/default.jpg
001AN01002004,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002004/full/max/0/default.jpg
001AN01002005,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002005/full/max/0/default.jpg
001AN01002006,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002006/full/max/0/default.jpg
001AN01002007,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002007/full/max/0/default.jpg
001AN01002008,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002008/full/max/0/default.jpg
001AN01002009A,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002009A/full/max/0/default.jpg
001AN01002009B,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002009B/full/max/0/default.jpg
001AN01002010,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002010/full/max/0/default.jpg
001AN01002011,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002011/full/max/0/default.jpg
001AN01002012,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002012/full/max/0/default.jpg
001AN01002013,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002013/full/max/0/default.jpg
001AN01002014,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002014/full/max/0/default.jpg
001AN01002015,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002015/full/max/0/default.jpg
001AN01002016,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002016/full/max/0/default.jpg
001AN01002017A,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002017A/full/max/0/default.jpg
001AN01002017B,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002017B/full/max/0/default.jpg
001AN01002018,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002018/full/max/0/default.jpg
001AN01002019,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002019/full/max/0/default.jpg
001AN01002020,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002020/full/max/0/default.jpg
001AN01002021,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002021/full/max/0/default.jpg
001AN01002022,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002022/full/max/0/default.jpg
001AN01002023,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002023/full/max/0/default.jpg
001AN01002025,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002025/full/max/0/default.jpg
001AN01002026,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002026/full/max/0/default.jpg
001AN01002027,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002027/full/max/0/default.jpg
001AN01002028,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002028/full/max/0/default.jpg
001AN01002029,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002029/full/max/0/default.jpg
001AN01002030,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002030/full/max/0/default.jpg
001AN01002031,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002031/full/max/0/default.jpg
001AN01002032,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002032/full/max/0/default.jpg
001AN01002034,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002034/full/max/0/default.jpg
001AN01002035,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002035/full/max/0/default.jpg
001AN01002037,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002037/full/max/0/default.jpg
001AN01002038,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002038/full/max/0/default.jpg
001AN01002039,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002039/full/max/0/default.jpg
001AN01002040,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002040/full/max/0/default.jpg
001AN01002041,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002041/full/max/0/default.jpg
001AN01002045,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002045/full/max/0/default.jpg
001AN01002047,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002047/full/max/0/default.jpg
001AN01002048,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002048/full/max/0/default.jpg
001AN01002049,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002049/full/max/0/default.jpg
001AN01002050,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002050/full/max/0/default.jpg
001AN01002051,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002051/full/max/0/default.jpg
001AN01002052,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002052/full/max/0/default.jpg
001AN01002053,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002053/full/max/0/default.jpg
001AN01002054,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002054/full/max/0/default.jpg
001AN01002055,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002055/full/max/0/default.jpg
001AN01002056,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002056/full/max/0/default.jpg
001AN01002057,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002057/full/max/0/default.jpg
001AN01002059,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002059/full/max/0/default.jpg
001AN01002060,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002060/full/max/0/default.jpg
001AN01002067A,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002067A/full/max/0/default.jpg
001AN01002067B,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002067B/full/max/0/default.jpg
001AN01002074,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002074/full/max/0/default.jpg
001AN01002075,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002075/full/max/0/default.jpg
001AN01002076,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002076/full/max/0/default.jpg
001AN01002077,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002077/full/max/0/default.jpg
001AN01002078,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN01002078/full/max/0/default.jpg
001AN02001002,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN02001002/full/max/0/default.jpg
001AN02001004,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN02001004/full/max/0/default.jpg
001AN02001005,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN02001005/full/max/0/default.jpg
001AN02001006,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN02001006/full/max/0/default.jpg
001AN16001001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001001/full/max/0/default.jpg
001AN16001002,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001002/full/max/0/default.jpg
001AN16001003,
